🕘️更新时间,#genre#
和政电视台,http://117.156.28.119/270000001111/1110000149/index.m3u8$订阅源
嘉佳卡通,http://223.110.245.139/PLTV/4/224/3221227009/index.m3u8$订阅源
嘉佳卡通,http://112.25.48.68/live/program/live/jjkt/1300000/mnf.m3u8$订阅源
四川 Ⅰ 四川影视台 (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/sctv5/index.m3u8$订阅源
四川 Ⅰ 四川新闻台 (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/sctv4/index.m3u8$订阅源
四川 Ⅰ 巴中综合台 (1080p) [Not 24/7],http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.flv$订阅源
四川 Ⅰ 星空购物台 (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/sctv6/index.m3u8$订阅源
四川 Ⅰ 达州公共台 (720p) [Not 24/7],http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel36/playlist.m3u8$订阅源
四川 Ⅰ 达州综合台 (720p) [Not 24/7],http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel35/playlist.m3u8$订阅源
四川公共 (720p),http://scgctvshow.sctv.com/hdlive/sctv9/index.m3u8$订阅源
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8$订阅源
四川卫视,http://183.207.248.71/gitv/live1/SCWS/SCWS$订阅源
四川卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8$订阅源
四川卫视,http://112.25.48.68/live/program/live/scws/1300000/mnf.m3u8$订阅源
四川卫视,http://125.210.152.18:9090/live/SCWSHD_H265.m3u8$订阅源
四川妇女儿童 (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/sctv7/index.m3u8$订阅源
四平新闻综合 [Geo-blocked],https://stream2.jlntv.cn/sptv/sd/live.m3u8$订阅源
大冶一套 [Geo-blocked],http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8$订阅源
大冶二套 [Geo-blocked],http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8$订阅源
大悟综合 [Geo-blocked],http://yunshangdawu.live.tempsource.cjyun.org/videotmp/s10129-dwzhpd.m3u8$订阅源
大爱海外 (720p),https://pulltv3.wanfudaluye.com/live/tv3.m3u8$订阅源
天津卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8$订阅源
天津卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8$订阅源
天津卫视 (1080p),http://112.25.48.68/live/program/live/tjwshd/4000000/mnf.m3u8$订阅源
天津卫视 (1080p),http://117.169.120.140:8080/live/hdtianjinstv/.m3u8$订阅源
天津卫视 (1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-tianjinstv/HD-2500k-1080P-tianjinstv$订阅源
天津卫视 (1080p),http://223.110.243.170/PLTV/3/224/3221227212/index.m3u8$订阅源
天津卫视 (1080p),http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227382/index.m3u8$订阅源
天津卫视 (1080p),http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227407/index.m3u8$订阅源
天津卫视 (1080p),http://223.110.245.170/PLTV/3/224/3221227212/index.m3u8$订阅源
天津卫视 (576p),http://183.207.249.12/PLTV/4/224/3221225808/index.m3u8$订阅源
天津卫视 (576p),http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225808/index.m3u8$订阅源
女性时尚,http://223.110.245.169/PLTV/4/224/3221227026/index.m3u8$订阅源
孟州电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/10883-1.m3u8$订阅源
宁夏卫视 (576p) [Not 24/7],http://183.207.248.71/gitv/live1/G_NINGXIA/G_NINGXIA$订阅源
宁夏卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8$订阅源
宁夏卫视 (576p),http://117.169.120.140:8080/live/ningxiastv/.m3u8$订阅源
宁夏卫视 (576p),http://183.207.248.11/PLTV/4/224/3221225842/index.m3u8$订阅源
宁夏卫视 (576p),http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8$订阅源
宁夏卫视 (540p),http://112.25.48.68/live/program/live/nxws/1300000/mnf.m3u8$订阅源
安徽 Ⅰ 郎溪综合台 (1080p),http://117.70.93.210:1935/live/xinwen/playlist.m3u8$订阅源
安徽 Ⅰ 铜陵公共 (720p),http://dstpush1.retalltech.com/app/stream2.m3u8$订阅源
安徽 Ⅰ 铜陵综合 (720p),http://dstpush1.retalltech.com/app/stream1.m3u8$订阅源
安徽卫视 (2160p),http://118.81.195.79:9003/hls/21/index.m3u8$订阅源
安徽卫视 (576p),http://183.207.248.71/gitv/live1/AHWS/AHWS$订阅源
完美游戏 (1080p) [Not 24/7],http://183.207.248.71/cntv/live1/wmyx/wmyx$订阅源
家庭影院 (1080p),http://39.134.19.153/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8$订阅源
家庭理财 (576p),http://223.110.245.139/PLTV/4/224/3221227011/index.m3u8$订阅源
家有购物 (720p) [Not 24/7],http://183.207.248.71/cntv/live1/SD-1500k-576P-jiayougw/SD-1500k-576P-jiayougw$订阅源
宿州公共 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-ggpd/index.m3u8$订阅源
宿州新闻综合 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-szzh/index.m3u8$订阅源
宿州科教 (1080p) [Not 24/7],http://live.ahsz.tv/video/s10001-kxjy/index.m3u8$订阅源
宿迁公共 (480p),http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221226939/index.m3u8$订阅源
少儿科教,http://121.19.134.246:808/hls/23/index.m3u8$订阅源
山东体育 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/typd.m3u8$订阅源
山东农科 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/nkpd.m3u8$订阅源
山东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8$订阅源
山东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8$订阅源
山东卫视 (1080p),http://117.169.120.140:8080/live/hdshandongstv/.m3u8$订阅源
山东卫视 (1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-shandongstv/HD-2500k-1080P-shandongstv$订阅源
山东卫视 (1080p),http://223.110.243.171/PLTV/3/224/3221227258/index.m3u8$订阅源
山东卫视 (1080p),http://223.110.245.139/PLTV/4/224/3221227448/index.m3u8$订阅源
山东卫视 (1080p),http://223.110.254.207:6610/cntv/live1/HD-2500k-1080P-shandongstv/HD-2500k-1080P-shandongstv/1.m3u8$订阅源
山东卫视 (720p),http://125.210.152.18:9090/live/SDWSHD_H265.m3u8$订阅源
山东卫视 (576p),http://183.207.248.71/gitv/live1/SDWS/SDWS$订阅源
山东卫视 (576p),http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225804/index.m3u8$订阅源
山东少儿 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/sepd.m3u8$订阅源
山东居家购物 (360p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/gwpd.m3u8$订阅源
山东影视 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/yspd.m3u8$订阅源
山东新闻 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/ggpd.m3u8$订阅源
山东生活 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/shpd.m3u8$订阅源
山东综艺 (406p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/zypd.m3u8$订阅源
山东齐鲁 (1080p) [Geo-blocked],http://livealone302.iqilu.com/iqilu/qlpd.m3u8$订阅源
山西卫视 (2160p),http://118.81.195.79:9003/hls/19/index.m3u8$订阅源
山西影视,http://220.194.178.58:8888/newlive/live/hls/53/live.m3u8$订阅源
山西文体,http://220.194.178.58:8888/newlive/live/hls/55/live.m3u8$订阅源
山西法治,http://220.194.178.58:8888/newlive/live/hls/54/live.m3u8$订阅源
山西经济,http://220.194.178.58:8888/newlive/live/hls/52/live.m3u8$订阅源
岳阳公共 (576p),http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE&auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8$订阅源
岷县电视台 (1080p),http://117.156.28.119/270000001111/1110000130/index.m3u8$订阅源
嵊州综合 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8$订阅源
广东 Ⅰ 韶关公共台 (720p) [Not 24/7],https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8$订阅源
广东 Ⅰ 韶关综合台 (720p) [Not 24/7],https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8$订阅源
广东卫视 (2160p),http://118.81.195.79:9003/hls/26/index.m3u8$订阅源
广水新闻综合 [Geo-blocked],http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8$订阅源
广西卫视 (576p),http://118.81.195.79:9003/hls/27/index.m3u8$订阅源
康巴卫视 (720p) [Not 24/7],http://scgctvshow.sctv.com/hdlive/kangba/1.m3u8$订阅源
康巴卫视 (576p),http://223.110.245.139/PLTV/4/224/3221227008/index.m3u8$订阅源
延边卫视 (576p),http://223.110.245.139/PLTV/4/224/3221227002/index.m3u8$订阅源
延边卫视 (576p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227002/index.m3u8$订阅源
延边新闻综合 [Geo-blocked],https://stream2.jlntv.cn/jlyb/sd/live.m3u8$订阅源
建安电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/11003-1.m3u8$订阅源
弈坛春秋 (576p),http://223.110.245.139/PLTV/4/224/3221227031/index.m3u8$订阅源
张家界1 (240p) [Not 24/7],http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8$订阅源
张家界2台 (240p) [Not 24/7],http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8$订阅源
徐州-1 (1080p),http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8$订阅源
徐州-3 (1080p),http://183.207.249.7/PLTV/3/224/3221225949/index.m3u8$订阅源
徐州-3 (1080p),http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8$订阅源
徐州-4 (1080p),http://183.207.249.15/PLTV/3/224/3221225951/index.m3u8$订阅源
徐州公共頻道 (1080p),http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8$订阅源
徐州新聞綜合 (1080p),http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8$订阅源
徐州經濟生活 (1080p),http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8$订阅源
徐州贾汪旅游 (576p),http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221227389/index.m3u8$订阅源
房山电视台 (576p),https://live.funhillrm.com/2/playlist.m3u8$订阅源
抚州公共 (270p),http://111.75.179.195:30767/video/live_vide2.m3u8$订阅源
撫州綜合頻道 (270p) [Not 24/7],http://111.75.179.195:30767/video/live_vide.m3u8$订阅源
敦煌电视台 (1080p),http://117.156.28.119/270000001111/1110000028/index.m3u8$订阅源
文山综合 (1080p) [Not 24/7],http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8$订阅源
新昌休闲影视 (1080p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8$订阅源
新昌新聞綜合 (1080p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8$订阅源
新泰乡村党建 (480p) [Not 24/7],http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8$订阅源
新泰影視頻道 (480p) [Not 24/7],http://111.17.214.4:1935/live/xtys/playlist.m3u8$订阅源
新泰影視頻道 (480p) [Not 24/7],http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8$订阅源
新泰生活 (480p) [Not 24/7],http://111.17.214.4:1935/live/xtsh/playlist.m3u8$订阅源
新泰生活 (480p) [Not 24/7],http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8$订阅源
新泰综合 (480p) [Not 24/7],http://111.17.214.4:1935/live/xtzh/playlist.m3u8$订阅源
新泰综合 (480p) [Not 24/7],http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8$订阅源
新泰鄉村黨建 (480p) [Not 24/7],http://111.17.214.4:1935/live/xtxc/playlist.m3u8$订阅源
新疆卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8$订阅源
新疆卫视 (576p),http://183.207.248.71/cntv/live1/xinjiangstv/xinjiangstv$订阅源
新疆卫视 (576p),http://183.207.248.71/gitv/live1/G_XINJIANG/G_XINJIANG$订阅源
新疆卫视 (576p),http://183.207.249.15/PLTV/3/224/3221225523/index.m3u8$订阅源
新疆卫视 (576p),http://223.110.243.136/PLTV/3/224/3221225523/index.m3u8$订阅源
新疆卫视 (540p),http://112.25.48.68/live/program/live/xjws/1300000/mnf.m3u8$订阅源
新郑综合 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/10184-1.m3u8$订阅源
星空衛視 (576p),http://218.202.220.2:5000/nn_live.ts?id=STARTV$订阅源
晋中公共 (1080p) [Not 24/7],http://jzlive.jztvnews.com:90/live/jzgg.m3u8$订阅源
晋中综合 (1080p),http://jzlive.jztvnews.com:90/live/jzzh.m3u8$订阅源
景县电视一套 (576p) [Not 24/7],http://hbjx.chinashadt.com:1935/live/jx1.stream/playlist.m3u8$订阅源
景县电视一套 (360p) [Not 24/7],http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8$订阅源
智慧教育 (576p),http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8$订阅源
松原新闻综合 [Geo-blocked],https://stream2.jlntv.cn/sytv/sd/live.m3u8$订阅源
武进新闻 (576p) [Not 24/7],https://live.wjyanghu.com/live/CH1.m3u8$订阅源
武进生活 (576p) [Not 24/7],https://live.wjyanghu.com/live/CH2.m3u8$订阅源
江津新闻综合 (480p),http://222.179.155.21:1935/ch1.m3u8$订阅源
江津经济生活 (480p),http://222.179.155.21:1935/ch0.m3u8$订阅源
江苏 Ⅰ 连云港公共 (480p) [Not 24/7],https://live.lyg1.com/ggpd/sd/live.m3u8$订阅源
江苏 Ⅰ 连云港综合 (480p) [Not 24/7],https://live.lyg1.com/zhpd/sd/live.m3u8$订阅源
江苏体育 (576p),http://183.207.248.71/gitv/live1/G_JSTY/G_JSTY$订阅源
江苏体育 (576p),http://183.207.249.12/PLTV/4/224/3221225935/index.m3u8$订阅源
江苏体育 (576p),http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225935/index.m3u8$订阅源
江苏公共 (576p),http://183.207.248.71/gitv/live1/G_JSGG/G_JSGG$订阅源
江苏卫视 (1080p) [Not 24/7],http://183.207.248.71/cntv/live1/HD-2500k-1080P-jiangsustv/HD-2500k-1080P-jiangsustv$订阅源
江苏卫视 (1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8$订阅源
江苏卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8$订阅源
江苏卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8$订阅源
江苏卫视 (1080p),http://112.25.48.68/live/program/live/jswshd/4000000/mnf.m3u8$订阅源
江苏卫视 (1080p),http://117.169.120.140:8080/live/hdjiangsustv/.m3u8$订阅源
江苏卫视 (1080p),http://183.207.248.71/cntv/live1/jiangsustv/jiangsustv$订阅源
江苏卫视 (1080p),http://183.207.249.34/PLTV/4/224/3221227402/index.m3u8$订阅源
江苏卫视 (1080p),http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227439/index.m3u8$订阅源
江苏卫视 (1080p),http://223.110.245.170/PLTV/3/224/3221227255/index.m3u8$订阅源
江苏卫视 (576p),http://183.207.248.71/gitv/live1/JSWS-HD/JSWS-HD$订阅源
江苏城市 (576p),http://183.207.248.71/gitv/live1/G_JSCS/G_JSCS$订阅源
江苏城市 (576p),http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221225929/index.m3u8$订阅源
江苏影视 (576p) [Not 24/7],http://183.207.248.71/gitv/live1/G_JSYS/G_JSYS$订阅源
江苏影视 (576p),http://223.110.243.134/PLTV/4/224/3221225937/index.m3u8$订阅源
江苏教育 (576p) [Not 24/7],http://183.207.248.71/gitv/live1/G_JSJY/G_JSJY$订阅源
江苏教育 (576p),http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8$订阅源
江苏综艺 (576p) [Not 24/7],http://183.207.248.71/gitv/live1/G_JSZY/G_JSZY$订阅源
江西卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8$订阅源
江西卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8$订阅源
江西卫视 (1080p),http://112.25.48.68/live/program/live/jxwshd/4000000/mnf.m3u8$订阅源
江西卫视 (1080p),http://183.207.248.71/cntv/live1/jiangxistv/jiangxistv$订阅源
江西卫视 (1080p),http://183.207.249.11/PLTV/3/224/3221225536/index.m3u8$订阅源
江西卫视 (1080p),http://223.110.245.170/PLTV/3/224/3221225536/index.m3u8$订阅源
江西卫视 (1080p),http://223.110.254.199:6610/cntv/live1/jiangxistv/jiangxistv/1.m3u8$订阅源
江西卫视 (720p),http://117.169.120.140:8080/live/jiangxistv/.m3u8$订阅源
江西卫视 (576p),http://183.207.248.71/gitv/live1/JXWS/JXWS$订阅源
江西卫视 (576p),http://183.207.249.15/PLTV/4/224/3221225798/index.m3u8$订阅源
江西卫视 (360p),http://125.210.152.18:9090/live/JXWSHD_H265.m3u8$订阅源
河北公共,http://121.19.134.246:808/hls/24/index.m3u8$订阅源
河北农民,http://121.19.134.246:808/hls/25/index.m3u8$订阅源
河北卫视 (2160p),http://118.81.195.79:9003/hls/29/index.m3u8$订阅源
河北影视,http://121.19.134.246:808/hls/22/index.m3u8$订阅源
河北经济,http://121.19.134.246:808/hls/20/index.m3u8$订阅源
河北都市,http://121.19.134.246:808/hls/21/index.m3u8$订阅源
河南卫视 (2160p),http://118.81.195.79:9003/hls/30/index.m3u8$订阅源
河源综合 (540p),https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8$订阅源
洪雅新闻综合 (1080p),http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8$订阅源
浙江 Ⅰ 绍兴影视 (720p),http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8$订阅源
浙江 Ⅰ 绍兴综合 (576p),http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8$订阅源
浙江公共 (1080p) [Not 24/7],https://ct-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江公共 (1080p) [Not 24/7],https://qiniup-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8$订阅源
浙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8$订阅源
浙江卫视 (1080p),http://112.25.48.68/live/program/live/zjwshd/4000000/mnf.m3u8$订阅源
浙江卫视 (1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-zhejiangstv/HD-2500k-1080P-zhejiangstv$订阅源
浙江卫视 (1080p),http://183.207.248.71/cntv/live1/zhejiangstv/zhejiangstv$订阅源
浙江卫视 (1080p),http://183.207.249.34/PLTV/4/224/3221227393/index.m3u8$订阅源
浙江卫视 (1080p),http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8$订阅源
浙江卫视 (1080p),http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221227483/index.m3u8$订阅源
浙江卫视 (1080p),http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8$订阅源
浙江卫视 (1080p),http://223.110.254.210:6610/cntv/live1/zhejiangstv/zhejiangstv/1.m3u8$订阅源
浙江卫视 (576p),http://183.207.248.71/gitv/live1/G_ZHEJIANG/G_ZHEJIANG$订阅源
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$订阅源
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$订阅源
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
海南卫视 (576p),http://118.81.195.79:9003/hls/28/index.m3u8$订阅源
海西州综合 (576p),http://stream.haixitv.cn/1/sd/live.m3u8$订阅源
涡阳新闻综合 (360p),http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8$订阅源
深圳卫视 (1080p) [Not 24/7],http://183.207.248.71/cntv/live1/HD-2500k-1080P-shenzhenstv/HD-2500k-1080P-shenzhenstv$订阅源
深圳卫视 (1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8$订阅源
深圳卫视 (1080p),http://39.134.39.39/PLTV/88888888/224/3221226199/index.m3u8$订阅源
深圳卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8$订阅源
深圳卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8$订阅源
深圳卫视 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8$订阅源
深圳卫视 (1080p),http://112.25.48.68/live/program/live/szwshd/4000000/mnf.m3u8$订阅源
深圳卫视 (1080p),http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8$订阅源
深圳卫视 (1080p),http://183.207.249.37/PLTV/4/224/3221227307/index.m3u8$订阅源
深圳卫视 (1080p),http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8$订阅源
深圳卫视 (1080p),http://223.110.245.139/PLTV/4/224/3221227307/index.m3u8$订阅源
湖北卫视 (1080p),http://118.81.195.79:9003/hls/32/index.m3u8$订阅源
湘潭公共 (576p),http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8$订阅源
湘潭新闻综合 (720p),http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8$订阅源
滁州公共 (450p),http://183.167.193.45:1935/live/cztvgg/playlist.m3u8$订阅源
滁州市广播电视台 公共频道 (400p),http://live.cztv.cc:85/live/ggpd.m3u8$订阅源
滁州市广播电视台 新闻综合频道 (1080p),http://live.cztv.cc:85/live/xwpd.m3u8$订阅源
滁州市广播电视台 科教频道 (400p),http://live.cztv.cc:85/live/sjpd.m3u8$订阅源
滁州新闻综合 (450p),http://183.167.193.45:1935/live/cztvzh/playlist.m3u8$订阅源
滁州科教 (450p),http://183.167.193.45:1935/live/cztvkj/playlist.m3u8$订阅源
滨州公共电视剧 (576p),http://stream.bzcm.net/1/sd/live.m3u8$订阅源
滨州新闻综合 (576p),http://stream.bzcm.net/2/sd/live.m3u8$订阅源
滨州测试 (576p),http://stream.bzcm.net/4/sd/live.m3u8$订阅源
滨海新闻 (1080p),http://60.30.52.41/live/bhtv1/playlist.m3u8$订阅源
滨海都市 (1080p),http://60.30.52.41/live/bhtv2/playlist.m3u8$订阅源
漳州新闻综合 (720p) [Not 24/7],https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8$订阅源
灵台新闻综合 (1080p),http://117.156.28.119/270000001111/1110000145/index.m3u8$订阅源
哈哈炫动,http://223.110.245.139/PLTV/4/224/3221226388/index.m3u8$订阅源
甘肃公共 (540p) [Not 24/7],https://hls.gstv.com.cn/49048r/3t5xyc.m3u8$订阅源
甘肃卫视 (576p),http://118.81.195.79:9003/hls/25/index.m3u8$订阅源
甘肃移动 (540p) [Not 24/7],https://hls.gstv.com.cn/49048r/y72q36.m3u8$订阅源
生活 (576p),http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227311/index.m3u8$订阅源
电白视窗 (576p) [Not 24/7],http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8$订阅源
电白视窗 (360p) [Not 24/7],http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8$订阅源
电白综合 (576p) [Not 24/7],http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8$订阅源
电白综合 (360p) [Not 24/7],http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8$订阅源
白城新闻综合 [Geo-blocked],https://stream2.jlntv.cn/baicheng1/sd/live.m3u8$订阅源
白山新闻综合 [Geo-blocked],https://stream2.jlntv.cn/baishan1/sd/live.m3u8$订阅源
百事通体育1 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba1/4000000/mnf.m3u8$订阅源
百事通体育2 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba2/4000000/mnf.m3u8$订阅源
百事通体育3 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba3/4000000/mnf.m3u8$订阅源
百事通体育5 (1080p),http://112.25.48.68/live/program/live/hdnba5/4000000/mnf.m3u8$订阅源
百事通体育7 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba7/4000000/mnf.m3u8$订阅源
石景山电视台 (1080p) [Not 24/7],https://live.sjsrm.com/bjsjs/sd/live.m3u8$订阅源
福山生活 (576p) [Not 24/7],http://live.jiaodong.net:82/tvfushan/hls/tv_shenghuo.m3u8$订阅源
福州广播电视台新闻综合频道 (FZTV-1) (1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8$订阅源
福州广播电视台都市生活频道 (FZTV-3) (1080p),http://live.zohi.tv/video/s10001-fztv-3/index.m3u8$订阅源
福州电视台少儿频道 (FZTV-少儿) (1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8$订阅源
萬州三峽移民 (576p),http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8$订阅源
萬州三峽移民 (576p),http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8$订阅源
萬州影視文藝 (576p) [Not 24/7],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8$订阅源
萬州影視文藝 (576p),http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8$订阅源
萬州科教頻道 (576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8$订阅源
萬州科教頻道 (576p),http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8$订阅源
萬州綜合頻道 (576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8$订阅源
萬州綜合頻道 (576p),http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8$订阅源
积石山电视台 (1080p),http://117.156.28.119/270000001111/1110000152/index.m3u8$订阅源
篮球资讯 (576p),http://223.110.245.139/PLTV/4/224/3221227023/index.m3u8$订阅源
娄底综合 (720p),http://119.39.242.52:1935/live/zonghe/playlist.m3u8$订阅源
精品电影 (1080p),http://183.207.248.71/cntv/live1/jdianying/jdianying$订阅源
纪实人文 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8$订阅源
